target_id,timestamp,field,source_value,decoded_value,protocol_code,flag_bit,absolute_error,tolerance,passed
440b61,1786673173,lat,49.484,49.484000082969686,3250212,0,8.296968445620223e-08,4.2915354470099084e-05,True
440b61,1786673173,lon,5.0333,5.033327349025569,2155794,1,2.7349025569556318e-05,8.583070894019817e-05,True
440b61,1786673173,altitude,10957.56,10958.0,11958,2,0.4400000000005093,1.0,True
440b61,1786673173,speed,233.06,233.10000000000002,2331,3,0.040000000000020464,0.1,True
440b61,1786673173,heading,36.11,36.11,3611,4,0.0,0.01,True
440b61,1786673173,vertical_rate,5.85,5.850000000000023,33353,5,2.3092638912203256e-14,0.01,True
48ea3a,1786673174,lat,47.8793,47.87930914862375,3212820,0,9.148623746568774e-06,4.2915354470099084e-05,True
48ea3a,1786673174,lon,8.0462,8.046242724953316,2190897,1,4.2724953315698144e-05,8.583070894019817e-05,True
48ea3a,1786673174,altitude,10972.8,10973.0,11973,2,0.2000000000007276,1.0,True
48ea3a,1786673174,speed,229.54,229.5,2295,3,0.03999999999999204,0.1,True
48ea3a,1786673174,heading,225.45,225.45000000000002,22545,4,2.842170943040401e-14,0.01,True
48ea3a,1786673174,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
424cbf,1786673173,lat,46.8685,46.868480889435034,3189266,0,1.9110564963398247e-05,4.2915354470099084e-05,True
424cbf,1786673173,lon,11.209,11.209018518690698,2227746,1,1.8518690698243745e-05,8.583070894019817e-05,True
424cbf,1786673173,altitude,9730.74,9731.0,10731,2,0.2600000000002183,1.0,True
424cbf,1786673173,speed,243.53,243.5,2435,3,0.030000000000001137,0.1,True
424cbf,1786673173,heading,222.86,222.86,22286,4,0.0,0.01,True
424cbf,1786673173,vertical_rate,-8.13,-8.129999999999995,31955,5,5.329070518200751e-15,0.01,True
a61c53,1786673173,lat,49.3949,49.394907807089766,3248136,0,7.807089765776709e-06,4.2915354470099084e-05,True
a61c53,1786673173,lon,10.7743,10.77428597790859,2222681,1,1.4022091409771065e-05,8.583070894019817e-05,True
a61c53,1786673173,altitude,10363.2,10363.0,11363,2,0.2000000000007276,1.0,True
a61c53,1786673173,speed,243.05,243.10000000000002,2431,3,0.05000000000001137,0.1,True
a61c53,1786673173,heading,288.51,288.51,28851,4,0.0,0.01,True
a61c53,1786673173,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
8966d5,1786673173,lat,47.8813,47.88128325492937,3212866,0,1.6745070631429826e-05,4.2915354470099084e-05,True
8966d5,1786673173,lon,7.6513,7.651335633119487,2186296,1,3.563311948706627e-05,8.583070894019817e-05,True
8966d5,1786673173,altitude,11277.6,11278.0,12278,2,0.3999999999996362,1.0,True
8966d5,1786673173,speed,258.28,258.3,2583,3,0.020000000000038654,0.1,True
8966d5,1786673173,heading,104.06,104.06,10406,4,0.0,0.01,True
8966d5,1786673173,vertical_rate,0.0,0.0,32768,5,0.0,0.01,True
4d253b,1786673174,lat,46.5154,46.51541626820952,3181039,0,1.626820952083108e-05,4.2915354470099084e-05,True
4d253b,1786673174,lon,5.7767,5.776707119156612,2164455,1,7.119156611778976e-06,8.583070894019817e-05,True
4d253b,1786673174,altitude,11277.6,11278.0,12278,2,0.3999999999996362,1.0,True
4d253b,1786673174,speed,225.56,225.60000000000002,2256,3,0.040000000000020464,0.1,True
4d253b,1786673174,heading,195.75,195.75,19575,4,0.0,0.01,True
4d253b,1786673174,vertical_rate,0.33,0.3299999999999841,32801,5,1.5931700403370996e-14,0.01,True
45b534,1786673173,lat,48.7388,48.7388178679509,3232848,0,1.7867950901973018e-05,4.2915354470099084e-05,True
45b534,1786673173,lon,9.4245,9.424512249115025,2206955,1,1.2249115025397828e-05,8.583070894019817e-05,True
45b534,1786673173,altitude,11582.4,11582.0,12582,2,0.3999999999996362,1.0,True
45b534,1786673173,speed,222.93,222.9,2229,3,0.030000000000001137,0.1,True
45b534,1786673173,heading,302.37,302.37,30237,4,0.0,0.01,True
45b534,1786673173,vertical_rate,0.33,0.3299999999999841,32801,5,1.5931700403370996e-14,0.01,True
4d240c,1786673173,lat,49.2319,49.23191529081231,3244338,0,1.529081230700058e-05,4.2915354470099084e-05,True
4d240c,1786673173,lon,10.5875,10.58751835525473,2220505,1,1.8355254729485182e-05,8.583070894019817e-05,True
4d240c,1786673173,altitude,5372.1,5372.0,6372,2,0.1000000000003638,1.0,True
4d240c,1786673173,speed,193.84,193.8,1938,3,0.03999999999999204,0.1,True
4d240c,1786673173,heading,248.68,248.68,24868,4,0.0,0.01,True
4d240c,1786673173,vertical_rate,9.1,9.100000000000023,33678,5,2.3092638912203256e-14,0.01,True
ad35c8,1786673174,lat,45.9295,45.92949293362926,3167386,0,7.066370734776228e-06,4.2915354470099084e-05,True
ad35c8,1786673174,lon,11.3345,11.33450301516126,2229208,1,3.0151612602224986e-06,8.583070894019817e-05,True
ad35c8,1786673174,altitude,13716.0,13716.0,14716,2,0.0,1.0,True
ad35c8,1786673174,speed,255.71,255.70000000000002,2557,3,0.009999999999990905,0.1,True
ad35c8,1786673174,heading,118.21,118.21000000000001,11821,4,1.4210854715202004e-14,0.01,True
ad35c8,1786673174,vertical_rate,-0.33,-0.3299999999999841,32735,5,1.5931700403370996e-14,0.01,True
3889ff,1786673173,lat,45.7164,45.716418198685204,3162421,0,1.8198685204140475e-05,4.2915354470099084e-05,True
3889ff,1786673173,lon,5.0926,5.092636368903243,2156485,1,3.63689032427672e-05,8.583070894019817e-05,True
3889ff,1786673173,altitude,,,0,2,,1.0,True
3889ff,1786673173,speed,8.23,8.200000000000001,82,3,0.02999999999999936,0.1,True
3889ff,1786673173,heading,81.56,81.56,8156,4,0.0,0.01,True
3889ff,1786673173,vertical_rate,,,0,5,,0.01,True
4b17fd,1786673098,lat,47.4443,47.44431911571482,3202684,0,1.9115714820827634e-05,4.2915354470099084e-05,True
4b17fd,1786673098,lon,8.5674,8.567406789638227,2196969,1,6.789638227644446e-06,8.583070894019817e-05,True
4b17fd,1786673098,altitude,,,0,2,,1.0,True
4b17fd,1786673098,speed,0.39,0.4,4,3,0.010000000000000009,0.1,True
4b17fd,1786673098,heading,244.69,244.69,24469,4,0.0,0.01,True
4b17fd,1786673098,vertical_rate,,,0,5,,0.01,True
